Question,label
"Two numbers are in the ratio 1:3. If I add 2 to each of the numbers, the ratio becomes 1:2. Find the original numbers.",17
"A vase can hold 5 flowers. If you had 25 flowers, how many vases would you need?",4
"Sam cut equal-length pieces of ribbon from a 3,730-cm long ribbon. If each piece was 73 cm long, how many 73 cm pieces of ribbon did Sam make?",12
"A new building needed 14 windows. The builder had already installed 5 of them. If it takes 4 hours to install each window, how long will it take him to install the rest?",15
A fast food restaurant had 3 boxes of chicken nuggets for $19.53. A competing restaurant had 2 boxes of chicken fingers for $13.12. Which food has a higher unit price?,7
"For homework, a student had to complete 15 problems total. If she finished 6 problems in class, what is the ratio of problems she still needs to complete to problems that she's already finished?",0
"Annie is about to celebrate her birthday next week so her friends decided to throw her a surprise birthday party. Jessica, Annie's best friend, is hosting the party. She plans on making pizza for everyone. If she bought 15 pieces of pepperoni, 10 pieces of salami and 30 pieces of bacon as meat ingredients, how many pieces of meat did she buy in total?",3
"At a school event, adults are seated in groups of exactly 17 and children are seated in groups of exactly 15. If there are the same number of adults as children, what is the minimum number of adults attending?",14
A fast food restaurant had ninety-one hotdogs. After selling some they had twenty left. What's the difference between the number of hotdogs before selling and after selling?,3
"A Girl Scout camp served half of their granola with breakfast. After dinner, they put the remaining 6250 g of granola on top of their yogurt dessert. How many kilograms of granola did the Girl Scout camp start with?",7
A rectangular roof shingle is 10 inches long and 7 inches wide. What is its area?,8
"Megan had five hundred sixteen pennies. She wanted to place the pennies into nine stacks, with the same amount in each stack. How many more pennies would she need so all the stacks would be equal?",18
"Thanksgiving came and their family hosted their building's Thanksgiving dinner. They prepared a lot of food so she asked her parents if they could donate some to the soup kitchen next bock. If they prepared 36 turkeys and gave 18 of it to the soup kitchen, how many were left for them to eat?",3
Cade had 87 marbles. He gave 8 to Dylan. How many does he have left?,3
"Cody made 12 dollars mowing lawns over the summer. If he charged 4 bucks for each lawn, how many lawns did he mow?",4
"Sam has 389 riddles for 18 of his students to guess. If he wants the students to guess the same number of riddles, at least how many more riddles does he need to distribute?",0
Some oranges were in the basket. Five oranges were taken from the basket. Now there are three oranges. How many oranges were in the basket before some of the oranges were taken?,18
"A furniture store had fifteen chairs. After selling some, there was three left. How many chairs did they sell?",0
"Jane's mom picked cherry tomatoes from their backyard. If she gathered 56 cherry tomatoes and is about to place them in small jars which can contain 8 cherry tomatoes at a time, how many jars will she need?",4
"Brenda's mother made cookies for five. If she prepared 35 cookies and each of them had the same number of cookies, how many did each of them have?",4
"There are 396 students going to a trivia competition. If each school van can hold 9 students, how many vans will they need?",10
I have 28 cents in my pocket. How coins could I have on minimization?,10
"A waiter had eighteen customers. If six left, how many customers would the waiter still have?",0
"Jerry's freezer had 30 ice cubes in it. If he had to get ice for 6 cups, how many pieces should he put in each cup to make them have the same amount?",4
Tina had a large collection of beanie babies. She gave 8 beanie babies to her cousin. She gave half that amount to her sister. She gave 36 beanie babies to needy children. She kept 12 for herself. How many beanie babies were in Tina's collection at first?,1
"At Billy's Restaurant a group with two adults and five children came in to eat. If each meal cost three dollars, how much was the bill?",6
It is 2:00. What time will it be in three hours and forty-five minutes?,7
"After agreeing that the school menu needs to be changed, they had a vote for food suggestions. If 337 voted to add more veggies to the menu and 335 voted to add more meat, how many students voted?",2
At the produce store you can buy 2 bags of bananas for $12.46. How much would it cost if you were to buy 6 bags?,7
Marcus has 210 baseball cards. He has 58 more than Carter. How many baseball cards does Carter have?,2
Roger went to the movies fifteen times last year and three times this year. How many times did Roger go to the movies all together?,0
There were six roses in the vase. Jessica cut some more roses from her flower garden. There are now eighteen roses in the vase. How many roses did she cut ?,0
"Sarah could send ten text messages a day. If she sent eight, how many text messages does she have left she can send?",18
Joan is baking a cake. The recipe calls for 7 cups of flour. She already put in 3 cups. How many more cups does she need to add ?,18
"The cafeteria had fifty-one apples. For lunch they handed out forty-one to students and decided to use the rest to make pies. If each pie takes five apples, how many pies could they make?",5
Maria had fifty sheets of paper in her desk and forty-one more in her backpack. How many did she have total?,3
"Kaleb has to sell 710 chocolate bars to get a prize. If each box contains 5 chocolate bars, how many boxes does he need to sell?",10
"After paying 6 dollars for the pie, Sandy has 57 dollars left. How much money did she have before buying the pie ?",3
"Upon finishing the treehouse, Charlie's mother served them freshly baked cookies. If Charlie ate 15 cookies, his father ate 10 and his mother only ate 5, how many cookies were eaten in total?",3
Sally memorized eight poems. After some time she could only recite three of them. How many poems did she forget?,18
Oceanside Bike Rental Shop charges a 17 dollar fixed fee plus 7 dollars an hour for renting a bike. Mary paid 80 dollars to rent a bike. How many hours did she pay to have the bike checked out ?,13
"I am three times as old as my son. Five years later, I shall be two and a half times as old as my son. How old am I and how old is my son?",17
"A P.E. teacher needs to divide 14 male students and 7 female students into teams, each with the same combination of male students and female students and nobody left out. What is the greatest number of teams that can be formed?",14
"The very first thing that Rachel tried when they reached England was the food. If she ate 276 grams of bacon and 147 grams of sausages, how much food did she eat in total?",2
58 children are taking a bus to the zoo. They sit 2 children in every seat. How many seats will the children need in all?,4
A company donates 935 pencils to a school. The pencils are divided evenly among 9 classrooms. The rest of the pencils are given to the library. How many pencils were donated to the library?,10
Ethan and Frank went rowing. Ethan rowed the boat from 10:50 to 11:15. Frank rowed the boat twice as long. How long did the boys row the boat altogether?,7
Mrs. Snyder made 86 heart cookies. She made 36 red cookies and the rest are pink. How many pink cookies did she make?,3
Two neon signs are turned on at the same time. both signs blink as they are turned on. One sign blinks every 9 seconds. The other sign blinks every 15 seconds. In how many seconds will they blink together again?,14
I have 28 cents in my pocket. How coins could I have on minimization?,4
A sofa and a love seat together costs $444. The sofa costs double the love seat. How much do they each cost?,13
"Mike is serving vegetables at a soup kitchen. He has 15 carrot sticks and 10 baby potatoes that he wants to divide evenly, with no food left over. What is the greatest number of plates Mike can prepare?",14
Thrice the sum of a number and 2 equals 24 added with the same number. Write algebraic equation and find the number.,13
"At the fair Kaleb bought 6 tickets. After riding the ferris wheel he had 3 tickets left. If each ticket cost 9 dollars, how much money did Kaleb spend riding the ferris wheel?",4
"After recess, Buddy changed clothes for gym class. Down at the gym, all the students were divided into two groups. If one group has 34 members and the other has 37, how many students are in Buddy's gym class?",3
Seven times a two digit is equal to four times the number obtained by reversing the order of digits and the sum of the digits is 3. Find the number.,17
Adam had seventy-nine dollars saved up. After doing some chores his mother gave him another thirteen dollars. How much money does he have total?,3
Gino has 63 popsicle sticks. I have 50 popsicle sticks. What is the sum of our popsicle sticks?,2
"If five is subtracted from three times a certain number, the result is 10. What is the number?",13
"Mr. Lee harvested 495 apples and he packed them evenly in some baskets. If there are 25 apples in each basket, how many baskets of apples are there?",12
Ted and Fred measured their height. Their total height is 98 inches. Ted is 39 inches tall. How tall is Fred?,3
"Daniel has 44 commemorative plates and 33 commemorative spoons. He wants to display them in groups throughout his house, each with the same combination of plates and spoons, with none left over. What is the greatest number of groups Daniel can display?",14
Lukas averages 12 points per game in basketball. How many points would he score in 5 games?,4
Debby received twenty-one text messages before noon and another eighteen after noon. How many text messages did Debby receive total?,3
15 students split 122 portfolios of paintings. Each student should get the same number of portfolios. How many portfolios of paintings will each of them get?,12
"The Razorback T-shirt Shop ordered 12 cases of t-shirts. If each case contains 24 t-shirts, how many t-shirts did they order?",9
"Jerry was playing the ring toss at the carnival. All together he used forty-eight rings. If each game you get six rings, how many games did he play?",4
Shirley sold 54 boxes of Trefoils. How many cases of 6 boxes does Shirley need to deliver?,4
"Adam picked thirty-five strawberries. After eating some, he had thirty-three left. How many strawberries did Adam eat?",3
For the school bake sale Amy made pastries. She baked 15 cupcakes and 48 cookies. After the sale she had 12 to take back home. How many pastries did she sell?,3
"Mr. Lee wants to load 134 tons of his fruits. A large truck can load 15 tons of fruits and small truck can load 7 tons. In order to use the least number of trucks and have every truck fully occupied, how many small trucks should be used?",4
Lindsey has 16 cans of regular soda and 8 cans of diet soda. She wants to create some identical refreshment tables that will operate during the football game. She also doesn't want to have any sodas left over. What is the greatest number of refreshment tables that Lindsey can stock?,14
"While playing a game Sam had ninety-two points. If he scored another three points, how many points would he have total?",3
Oliver collected two seashells from the beach on Monday and two more on Tuesday. How many seashells did Oliver collect all together?,18
"A parking lot has 117 spaces total. If 36 of the spaces have cars in them, what is the ratio of empty spaces to filled spaces?",15
Zoe is on vacation. She has already taken 28 pictures. She has enough film left to take 32 more pictures. Zoe took 16 more pictures at the dolphin show. How many pictures has Zoe taken altogether?,3
"Packages of cheddar cheese come with 12 slices, while packages of Swiss cheese come with 28 slices. If Randy bought the same number of slices of each type of cheese, what is the smallest number of slices of each type that Randy could have bought?",14
Two bicycle enthusiasts are leaving Cincinnati at the same time. One is biking 840 miles to Boston. The other is biking 440 miles to Atlanta. What is the greatest number of miles a day each can bike if they want to cover equal distances each day?,14
"After counting all her money, she went to her mom and had all her savings exchanged into whole $100 bills. After the exchange, she has 8 pieces of $100 bills. How much was total amount of Michelle's savings?",9
I have 28 cents in my pocket. How coins could I have on minimization?,18
"After paying $2.30 for a drink, Bryon has $17.15. How much money did he have before buying the drink?",7
"Jane's dad brought home 24 marble potatoes. If Jane's mom made potato salad for lunch and served an equal amount of potatoes to Jane, herself and her husband, how many potatoes did each of them have?",13
94 students signed up for computer classes. There were 24 second graders and 29 third graders. The rest of the students were fourth graders. How many fourth graders took computer classes?,1
For Bianca's birthday 5 of her friends gave her 6 dollars. How much money did she get for her birthday?,4
"Last season, Lisa's soccer team won 8 games and lost 6 games. Her cousin Susan's team won 17 games and lost 14 games. Which team had a higher ratio of wins to losses?",16
"Lenny has $84. He spent $24 on video games, and $21 at the grocery store. How much does Lenny have left?",3
532 people are watching a movie in a theater. The theater has 750 seats. How many seats are empty in the theater?,2
"At the fair there were 10 people in line for the bumper cars. If 2 of them got tired of waiting and left and 2 more got in line, how many people would be in line?",18
Adam has $5.00 to buy an airplane that costs $4.28. How much change will he get?,7
"Shaquira is baking cookies to put in packages for a fundraiser. Shaquira has made 86 chocolate chip cookies and 42 sugar cookies. Shaquira wants to create identical packages of cookies to sell, and she must use all of the cookies. What is the greatest number of identical packages that Shaquira can make?",14
"There was 1,050 ml of tea in a pot. Anna poured the tea into some cups. If there were 65 ml of tea in each cup, how much tea was left in the pot?",12
"Tom used 2 batteries on his flashlights, 15 in his toys and 2 in his controllers. What's the difference between the number of Tom's batteries on flashlights and in toys?",0
"Jason had 27 peaches and 17 pears left at his roadside fruit stand. He went to the orchard and picked more peaches to stock up the stand. There are now 90 peaches at the stand, how many did he pick ?",3
"Kristen found gift bags in packs of 12 and bows in packs of 5. If Kristen wanted to have the same number of gift bags as bows, what is the smallest number of gift bags she would have to buy?",14
Mrs. Hilt wants to make a border around her garden. She needs 125 rocks to complete the border. She has 64 rocks. How many more rocks does she need to complete the border?,2
"A small school has 55 students. If 10 of the students are boys, what is the ratio of girls to boys?",15
Rebecca wants to split a collection of eggs into groups of 2. Rebecca has 16 eggs and 3 marbles. How many groups will be created?,4
"Two numbers are in the ratio 1:3. If I add 2 to each of the numbers, the ratio becomes 1:2. Find the original numbers.",16
In fourth grade there were 35 students at the start of the year. During the year 10 students left and 10 new students came to school. How many students were in fourth grade at the end?,3
"On Monday, three hundred ninety-six students went on a trip to the zoo. All seven buses were filled and four students had to travel in cars. How many students were in each bus ?",13
"Jack is reading a 285-page book. If he reads 23 pages per day, how many pages will he read on the last day?",12
"Lana had eleven DS games. If she bought two more games, how many would she have total?",0
"A food company has seven hundred seventy-seven kilograms of food to put into boxes. If each box gets exactly two kilograms, how many full boxes will they have?",10
Evan delivers packages in a building. He started on the first floor and went up 7 floors. He went down 3 floors and then up 16 floors. Then he was only 2 floors away from the top of the building. How many floors are in the building altogether?,1
"Robin is making bead necklaces. She wants to use 31 beads to make 4 necklaces. If she wants each necklace to have the same number of beads, how many beads will she have left over?",10
"At the first day back in school, her parents bought her different colored pens. If her parents bought her 56 pens and she gave 22 of those to her friends, how many pens were left for her to use?",3
"I want to plant 45 sunflower plants, 81 corn plants and 63 tomato plants in my garden. If I put the same number of plants in each row and each row has only one type of plant, what is the greatest number of plants I can put in one row?",14
The distance travelled by Ben and Tim is in the ratio 3:4. The distance travelled by Ben is 18 miles. Find the distance travelled by Tim.,16
"Kevin can mow a square lawn that is 30 meters of each side in 45 minutes. If he works at the same rate, how many minutes will it take Kevin to mow a square lawn that measures 60 meters on each side?",7
Katie had twelve pencils in her desk and three more in her backpack. How many did she have total?,0
"The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought 23 more, how many apples would they have?",1
Kristen notices an identical number of two types of insects in her neighborhood: butterflies and fireflies. She always seems to observe butterflies in groups of 44 and fireflies in groups of 17. What is the smallest number of butterflies that she could have seen?,14
"Amy travelled 300 km by train and 200 km by taxi, it took him 5 hours 30 minutes. But if he travels 260 km by train and 240 km by taxi he takes 6 minutes longer. Find the speed of train and taxi.",17
Jenny was told to clean up her room in fourteen days or she could not go to her best friend's birthday party. It is three days left but Jenny has cleaned up her room. How many days did she spend?,0
"Last month, Ivan spent 20 hours watching TV and 14 hours reading. The same month, Brenna spent 11 hours watching TV and 10 hours reading. Who had a higher ratio of time spent watching TV to time spent reading?",16
"There are some passengers on a bus. At a bus stop, 7 more passengers got on the bus and 9 passengers got off. If there are 26 passengers in the bus in the end, how many passengers were there at first?",3
"While shopping for music online, Zoe bought three country albums and five pop albums. Each album came with a lyric sheet and had three songs. How many songs did Zoe buy total?",5
"Some deer families are also moving out to avoid the shortage of grass that will result from occasional blizzards. If there are 79 deer families in the area and around 45 of them stayed, how many deer families moved out?",3
"There are 270 seats in a movie theater. If the movie theater has 9 sections with the same number of seats in each section, how many seats are in each section?",10
An architect built a house with ten bedrooms total. If the second floor had two bedrooms. How many bedrooms does the first floor have?,18
I see 23 boys. How many eyes do I see?,4
A certain number added twice to itself equals 96. What is the number?,13
"My car gets 20 miles per gallon of gas. If Grandma's house is 100 miles away, how many gallons of gas would it take to get to her house?",4
"Rita is buying flower bulbs for her garden. She wants to buy the same number of tulips and daffodils. If tulip bulbs come in packs of 15 and daffodil bulbs come in packs of 16, what is the least number of each type of bulb Rita will need to buy?",14
"She also decided to contribute to the collection of the Museum of Natural History. After donating some of her bug collection, she was left with 39 bug species. If she originally has 98 bug species, how many did she donate?",3
Mrs. Hilt has 15 friends. She can only take 8 of her friends to the movies. How many friends can't go to the movies?,0
"Her friends are coming over the next day so she also bought some refreshments. If she has $50.00 left from the money she had after buying cookies, and she has $69.00 before, how much did she spend on juice?",3
"Their last stop before leaving the zoo is the bird museum. There, they went through 7 bird exhibits, spending 9 minutes going around each exhibit. How much time did they spend going through the museum?",4
Math Magazine charges $8 per square inch for advertising. Jason decides to order a half page ad. Each page of the magazine measures 9 inches by 12 inches. How much will Jason have to pay?,8
Mom made 32 chocolate chip cookies. It took 24 minutes to mix the ingredients and 16 minutes to bake. Julie and Matt ate 9 cookies after dinner. How many cookies were left?,3
"Andrew is having his friends over for game night. So he decided to prepare the snacks and the games. He started by making mini sandwiches. If he has 4 friends coming over and he made 3 sandwiches for each one of them, how many sandwiches did he make in total?",4
"While building the house, Charlie noticed that they were running out of nails so he told his father he's going to buy some. If they still have 9 nails left and Charlie bought 2 boxes of nails, the big one containing 55 nails and the small one containing 31, how many nails will they have?",3
"Mr. Fortree, a businessman also gave seedlings for the tree planting activity. If he gave 14 seedlings of cedar and 38 seedlings of pine, how many seedlings did he give in total?",3
A recipe for cookies calls for 3 cups of sugar. Katie has already put in half a cup. How many more cups does she need to put in?,7
35 campers went rowing in the morning. 27 campers went rowing in the afternoon. How many campers went rowing in all?,3
"At summer camp the ratio of boys to girls was 10:1. If there were 30 boys, how many girls were there?",16
Kim has 4 cousins. She wants to give each one 5 pieces of gum. How much gum will she need?,4
"A company invited sixty-eight people to a luncheon, but fifty of them didn't show up. If the tables they had held three people each, how many tables do they need?",6
Skittles come in packages of 6. Juan ate 24 Skittles. How many Skittles does he have left?,10
"There are 43 students and 1720 apples. Each student has 9 Skittles. If the apples are divided equally among the students,how many does each student get?",12
Mrs. Hilt spent 25 cents on one caramel apple and 15 cents on one ice cream cone. How much more did the apple cost?,3
"A container can hold four orange slices. If a company had three hundred twenty-nine orange slices to put into containers, how many more slices would they need to fill up the last container?",10
"On Martin's first stroke, his golf ball traveled 4/5 of the distance to the hole. On his second stroke, the ball went into the hole. Martin was standing 79 meters from the hole as he took his second stroke. How many kilometers from the hole was Martin when he started?",7
He also had 8 aquariums for saltwater animals. Each aquarium has 64 animals in it. How many saltwater animals does Tyler have?,9
A number added with thrice a number is 20. Convert this statement into algebraic equations and find the number.,13
"Mrs. Hilt's favorite first grade classes are baking muffins. Mrs. Brier's class bakes 18 muffins, Mrs. MacAdams's class bakes 20 muffins, and Mrs. Flannery's class bakes 17 muffins. How many muffins does first grade bake in all?",3
Rosa is making a game board that is 16 inches by 24 inches. She wants to use square tiles. What is the largest tile she can use?,14
"I have 648 pencils. If I put 4 pencils in each pencil box, how many pencil boxes will I fill?",10
"An ice machine had 294 ice cubes in it. If you were filling up 7 ice chests and each chest got the same number of cubes, how many ice cubes would each chest get?",10
The area of square photo is 25 square inches. Angie decided to enlarge the photo by doubling the sides. What will the new area be?,8
"Paul got a box of 479 crayons for his birthday. At the end of the school year, he only had 134 left. How many crayons had been lost or given away?",2
Mrs. Hilt bought 3 pizzas for $8 each. What was the total amount she paid for the three pizzas?,4
"It takes 4 ounces of cheese to make a burrito and 9 ounces for a taco. If you wanted 7 burritos and 1 taco, how many ounces of cheese would you need?",11
"Since the result of the vote was close, it was decided that they will balance the menu with both meat and vegetables. This decision was agreed upon by 154 third grade students and 237 fourth grade students. How many students agreed with the decision?",2
"A chef needs to cook 12 potatoes. He has already cooked 6. If each potato takes 6 minutes to cook, how long will it take him to cook the rest?",5
"The coach bought 2 extra large pizzas for the team. There were 32 slices of pizza totally. After the team ate some of the slices, there were 7 slices left. How many slices of pizza did the team eat?",3
"When Jenna works out, she spends 18 minutes doing cardio and 20 minutes doing resistance training. Leon's workout consists of 17 minutes of cardio and 18 minutes of resistance training. Who does a higher ratio of cardio to resistance training?",16
"In 3 seconds, Kevin can dribble a basketball 13 times. If Kevin dribbles at this same rate for 27 seconds, how many times will he dribble the basketball?",16
"Kevin can mow a square lawn that is 30 meters of each side in 45 minutes. If he works at the same rate, how many minutes will it take Kevin to mow a square lawn that measures 60 meters on each side?",16
"The exit door leads to a river 487 inches across, if the bridge he needs to cross is only 295 inches, how much longer does he need to build if he wants to cross the river using the bridge?",7
"Mrs. Dalloway made 85 tarts. If she wants to fill 10 boxes with the same number of tarts, how many more tarts should she make?",10
"There are 3300 bananas in Janice's banana collection. Janice also has 5 crayons. If the bananas are organized into 75 groups, how big is each group?",12
One zoo guide spoke to a group of 19 children. Another guide spoke to a group of 25 children. There are 22 guides at the zoo. How many children did the zoo guides speak to?,3
"Bianca had 45 coloring books. If she gave away 6 of them, but then bought 20 more, how many would she have total?",3
"An industrial machine can make three hundred twenty-one crayons a day. If each box of crayons has seven crayons in it, how many full boxes does the machine make a day?",10
"A rectangle flower bed had a total area of 35 square yards. If it was 5 yards wide, how long was it?",4
"Three workers are working to cut the trees. Worker X can cut a tree every 16 min, Worker Y every 32 min and Worker C every 24 min. If they start cutting three trees at the same time at 7:48, at what time will they start cutting trees at the same time again?",7
John bought some cupcakes for a party. During the party eleven were eaten. Now he has twenty-one left. How many cupcakes did John get for the party?,3
"Bob strikes the drums every 9 seconds and the cymbals every 12 seconds. If he just struck both at the same time, how many seconds will pass before he again strikes them at the same time?",14
"After 15 years, Ariel will be four times as old as she is now. Determine her present age.",13
"Mona is having a party at her house to celebrate her birthday. She invited some friends and family. Mona prepared rainbow colored cupcakes for dessert. If she made 7 sets for each of the 7 colors of the rainbow and each set has 6 cupcakes, how many cupcakes did Mona prepare in total?",4
Marin has nine apples and Donald has two apples. How many apples do Marin and Donald have together?,0
Brian has 39 pencils. He gives 18 pencils to a friend. He buys 22 more pencils. How many pencils does Brian have now?,3
"Instead of buying from the store, Melody made Christmas cards for the elderly in a nursing home. She had 99 blue sequins which she plans to use as snowflakes for the cards. If she distributes the sequins equally to 12 cards, how many sequins will Melody have left?",12
At the arcade Billy had won forty-eight tickets. After buying a yoyo he had thirty-two tickets left. How many tickets did the yoyo cost?,3
"Bianca wanted to drink exactly 5 bottles of water each day, so she bought 47 bottles when they were on sale. How many more bottles will she need to buy on the last day?",18
The woods behind Wendy's house were 8 miles wide and have an area of 24 square miles. What is the length of the woods?,8
Rebecca wants to split a collection of eggs into groups of 2. Rebecca has 16 eggs and 3 marbles. How many groups will be created?,4
Ned was buying books about astronomy. He bought 8 books about the planets and 4 about the space program. How many books did he buy total?,0
Ned ordered some pizzas for a party. During the party four were eaten. Now he has seven left. How many pizzas did Ned order for the party?,0
Teacher buys 4 black pens and 4 blue pens for students as awards. How many pens does the teacher buy altogether?,18
If Lewis earns $1367.00 every week during the 5 weeks of harvest. How much money does he earn during harvest season?,9
A group of science students went on a field trip. They took 2 vans and 3 buses. There were 8 people in each van and 20 people in each bus. How many people went on the field trip?,11
